image,x,y,w,h,contrast,area_px,aspect,polarity,evidence_class,matches_coord,agrees,disagrees,near_edge,persistence,compactness,bg_std,smooth,interest,score,verdict,confidence,flags,recommendation,path,baseline_fp,fdr_q,solar_elevation_deg,solar_azimuth_deg,pixel_scale_m,size_m,shadow_alignment,inferred_height_m,spacecraft_altitude_km
ESP_093490_1440_MRGB.browse_enh.png,2648,1004,12,44,2.12,528,3.67,bright,3,2,2,0,False,1.0,0.851,35.42,no,59.4,99.4,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093490_1440_MRGB.browse_enh.png,,0.153,,,,,,,
ESP_093490_1440_MIRB.browse_enh.png,2648,1004,12,44,2.11,528,3.67,bright,3,2,2,0,False,1.0,0.851,35.38,no,59.3,99.3,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093490_1440_MIRB.browse_enh.png,,0.155,,,,,,,
ESP_093495_1450_MIRB.browse_enh.png,1508,644,12,44,2.1,528,3.67,bright,3,2,2,0,False,1.0,0.873,48.75,no,59.2,99.2,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093495_1450_MIRB.browse_enh.png,,0.157,,,,,,,
ESP_093487_1780_RED.browse_enh.png,3048,6364,12,40,1.97,480,3.33,dark,3,2,2,0,False,1.0,1.0,49.12,no,58.6,98.6,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093487_1780_RED.browse_enh.png,,0.181,,,,,,,
ESP_093495_1450_MRGB.browse_enh.png,1956,3696,12,44,2.03,528,3.67,bright,3,2,2,0,False,1.0,1.0,36.14,no,58.6,98.6,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093495_1450_MRGB.browse_enh.png,,0.170,,,,,,,
ESP_093494_2015_MIRB.browse_enh.png,2456,5280,40,12,1.96,480,3.33,dark,3,2,2,0,False,1.0,0.814,37.65,no,58.5,98.5,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093494_2015_MIRB.browse_enh.png,,0.183,,,,,,,
ESP_093487_1780_MIRB.browse_enh.png,3160,4932,12,44,2.01,528,3.67,dark,3,2,2,0,False,1.0,1.0,39.25,no,58.4,98.4,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093487_1780_MIRB.browse_enh.png,,0.173,,,,,,,
ESP_093487_1780_MRGB.browse_enh.png,3160,4932,12,44,2.01,528,3.67,dark,3,2,2,0,False,1.0,1.0,39.31,no,58.4,98.4,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093487_1780_MRGB.browse_enh.png,,0.173,,,,,,,
ESP_093498_2095_RED.browse_enh.png,2048,3712,12,40,1.95,480,3.33,bright,3,2,2,0,False,1.0,0.814,38.92,no,58.4,98.4,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093498_2095_RED.browse_enh.png,,0.185,,,,,,,
ESP_093487_1780_RED.browse_enh.png,896,6028,8,28,1.98,224,3.5,dark,3,2,2,0,False,1.0,1.0,60.57,no,58.3,98.3,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093487_1780_RED.browse_enh.png,,0.179,,,,,,,
ESP_093494_2015_MIRB.browse_enh.png,2044,3732,20,12,3.35,240,1.67,dark,3,2,2,0,False,1.0,1.0,24.14,no,58.3,98.3,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_MIRB.browse_enh.png,,0.016,,,,,,,
ESP_093494_2015_MRGB.browse_enh.png,2044,3732,20,12,3.35,240,1.67,dark,3,2,2,0,False,1.0,1.0,24.18,no,58.3,98.3,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_MRGB.browse_enh.png,,0.016,,,,,,,
ESP_093494_2015_RED.browse_enh.png,2044,3732,20,12,3.35,240,1.67,dark,3,2,2,0,False,1.0,1.0,25.04,no,58.3,98.3,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_RED.browse_enh.png,,0.016,,,,,,,
ESP_093487_1780_MIRB.browse_enh.png,2816,3520,40,12,2.38,480,3.33,dark,3,2,2,0,False,1.0,0.609,33.58,no,62.2,98.2,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093487_1780_MIRB.browse_enh.png,,0.108,,,,,,,
ESP_093487_1780_MRGB.browse_enh.png,2816,3520,40,12,2.38,480,3.33,dark,3,2,2,0,False,1.0,0.609,33.55,no,62.2,98.2,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093487_1780_MRGB.browse_enh.png,,0.108,,,,,,,
ESP_093494_2015_RED.browse_enh.png,3200,8628,16,48,2.3,768,3.0,dark,3,2,2,0,False,1.0,0.457,23.08,no,62.2,98.2,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093494_2015_RED.browse_enh.png,,0.122,,,,,,,
ESP_093487_1780_RED.browse_enh.png,3160,4932,12,44,1.96,528,3.67,dark,3,2,2,0,False,1.0,1.0,44.93,no,58.0,98.0,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093487_1780_RED.browse_enh.png,,0.183,,,,,,,
ESP_093493_1390_MIRB.browse_enh.png,2896,684,16,16,3.19,256,1.0,dark,3,2,2,0,False,1.0,1.0,38.04,no,58.0,98.0,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093493_1390_MIRB.browse_enh.png,,0.023,,,,,,,
ESP_093493_1390_MRGB.browse_enh.png,2896,684,16,16,3.19,256,1.0,dark,3,2,2,0,False,1.0,1.0,38.04,no,58.0,98.0,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093493_1390_MRGB.browse_enh.png,,0.023,,,,,,,
ESP_093494_2015_MIRB.browse_enh.png,3200,8628,16,48,2.26,768,3.0,dark,3,2,2,0,False,1.0,0.469,22.78,no,61.8,97.8,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093494_2015_MIRB.browse_enh.png,,0.128,,,,,,,
ESP_093494_2015_MRGB.browse_enh.png,3200,8628,16,48,2.26,768,3.0,dark,3,2,2,0,False,1.0,0.469,22.75,no,61.8,97.8,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093494_2015_MRGB.browse_enh.png,,0.128,,,,,,,
ESP_093487_1780_MIRB.browse_enh.png,3708,5068,12,44,2.37,528,3.67,dark,3,2,2,0,False,1.0,0.613,35.34,no,61.6,97.6,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093487_1780_MIRB.browse_enh.png,,0.110,,,,,,,
ESP_093487_1780_MRGB.browse_enh.png,3708,5068,12,44,2.38,528,3.67,dark,3,2,2,0,False,1.0,0.654,35.37,no,61.6,97.6,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093487_1780_MRGB.browse_enh.png,,0.108,,,,,,,
ESP_093492_2070_RED.browse_enh.png,2668,2852,36,12,1.78,432,3.0,dark,3,2,2,0,False,1.0,1.0,44.98,no,57.5,97.5,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093492_2070_RED.browse_enh.png,,0.219,,,,,,,
ESP_093487_1780_RED.browse_enh.png,2816,3520,40,12,2.29,480,3.33,dark,3,2,2,0,False,1.0,0.453,39.41,no,61.4,97.4,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093487_1780_RED.browse_enh.png,,0.123,,,,,,,
ESP_093494_2015_RED.browse_enh.png,2384,8976,36,48,2.28,1728,1.33,dark,3,2,2,0,False,1.0,0.123,24.64,no,65.3,97.3,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093494_2015_RED.browse_enh.png,,0.125,,,,,,,
ESP_093494_2015_MRGB.browse_enh.png,2540,8944,20,16,3.13,320,1.25,dark,3,2,2,0,False,1.0,0.942,30.08,no,57.1,97.1,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_MRGB.browse_enh.png,,0.027,,,,,,,
ESP_093495_1450_RED.browse_enh.png,1956,3696,12,44,1.86,528,3.67,bright,3,2,2,0,False,1.0,0.701,37.58,no,57.1,97.1,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093495_1450_RED.browse_enh.png,,0.202,,,,,,,
ESP_093492_2070_MRGB.browse_enh.png,1432,2536,40,12,1.79,480,3.33,bright,3,2,2,0,False,1.0,0.708,31.03,no,57.0,97.0,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093492_2070_MRGB.browse_enh.png,,0.217,,,,,,,
ESP_093494_2015_MIRB.browse_enh.png,720,4640,44,12,1.85,528,3.67,dark,3,2,2,0,False,1.0,1.0,35.71,no,57.0,97.0,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093494_2015_MIRB.browse_enh.png,,0.204,,,,,,,
ESP_093494_2015_MRGB.browse_enh.png,2688,6124,24,8,1.74,192,3.0,dark,3,2,2,0,False,1.0,1.0,40.5,no,57.0,97.0,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093494_2015_MRGB.browse_enh.png,,0.226,,,,,,,
ESP_093496_1465_MIRB.browse_enh.png,2892,5868,12,40,1.78,480,3.33,dark,3,2,2,0,False,1.0,1.0,55.0,no,56.9,96.9,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093496_1465_MIRB.browse_enh.png,,0.219,,,,,,,
ESP_093496_1465_MRGB.browse_enh.png,2892,5868,12,40,1.78,480,3.33,dark,3,2,2,0,False,1.0,0.814,54.79,no,56.9,96.9,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093496_1465_MRGB.browse_enh.png,,0.219,,,,,,,
ESP_093497_1560_MIRB.browse_enh.png,1204,2188,24,16,3.14,384,1.5,bright,3,2,2,0,False,1.0,1.0,21.38,no,56.8,96.8,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093497_1560_MIRB.browse_enh.png,,0.026,,,,,,,
ESP_093497_1560_MRGB.browse_enh.png,1204,2188,24,16,3.14,384,1.5,bright,3,2,2,0,False,1.0,1.0,21.38,no,56.8,96.8,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093497_1560_MRGB.browse_enh.png,,0.026,,,,,,,
ESP_093487_1780_RED.browse_enh.png,1144,5436,12,44,1.81,528,3.67,dark,3,2,2,0,False,1.0,1.0,54.55,no,56.7,96.7,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093487_1780_RED.browse_enh.png,,0.214,,,,,,,
ESP_093494_2015_RED.browse_enh.png,2540,8944,20,16,3.07,320,1.25,dark,3,2,2,0,False,1.0,0.942,32.29,no,56.6,96.6,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_RED.browse_enh.png,,0.030,,,,,,,
ESP_093495_2105_RED.browse_enh.png,2160,1272,48,48,1.65,2304,1.0,dark,3,2,2,0,False,1.0,0.208,34.67,no,60.6,96.6,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093495_2105_RED.browse_enh.png,,0.246,,,,,,,
ESP_093487_1780_RED.browse_enh.png,3108,208,8,28,1.78,224,3.5,dark,3,2,2,0,False,1.0,1.0,63.41,no,56.5,96.5,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093487_1780_RED.browse_enh.png,,0.219,,,,,,,
ESP_093492_2070_MRGB.browse_enh.png,2668,2852,36,12,1.67,432,3.0,dark,3,2,2,0,False,1.0,1.0,40.55,no,56.5,96.5,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093492_2070_MRGB.browse_enh.png,,0.243,,,,,,,
ESP_093487_1780_RED.browse_enh.png,1256,1880,16,52,2.14,832,3.25,dark,3,2,2,0,False,1.0,0.273,41.83,no,60.4,96.4,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093487_1780_RED.browse_enh.png,,0.150,,,,,,,
ESP_093492_2070_MIRB.browse_enh.png,2668,2852,36,12,1.66,432,3.0,dark,3,2,2,0,False,1.0,1.0,40.15,no,56.4,96.4,TERRAIN,high,,Real surface feature (seen across band variants) but consistent with ordinary geology/terrain by shape or scale. Not a lead unless an independent comparison changes the picture.,data/processed\mars\hirise\ESP_093492_2070_MIRB.browse_enh.png,,0.245,,,,,,,
ESP_093494_2015_RED.browse_enh.png,2564,4044,28,12,3.71,336,2.33,dark,3,2,2,0,False,1.0,0.651,24.31,no,60.4,96.4,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_RED.browse_enh.png,,0.006,,,,,,,
