image,x,y,w,h,contrast,area_px,aspect,polarity,evidence_class,matches_coord,agrees,disagrees,near_edge,persistence,compactness,bg_std,smooth,interest,score,verdict,confidence,flags,recommendation,path,baseline_fp,fdr_q,solar_elevation_deg,solar_azimuth_deg,pixel_scale_m,size_m,shadow_alignment,inferred_height_m,spacecraft_altitude_km
ESP_093494_2015_MRGB.browse_enh.png,2540,8944,20,16,3.13,320,1.25,dark,3,2,2,0,False,1.0,0.942,30.08,no,57.1,97.1,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_MRGB.browse_enh.png,,0.027,,,,,,,
ESP_093497_1560_MIRB.browse_enh.png,1204,2188,24,16,3.14,384,1.5,bright,3,2,2,0,False,1.0,1.0,21.38,no,56.8,96.8,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093497_1560_MIRB.browse_enh.png,,0.026,,,,,,,
ESP_093497_1560_MRGB.browse_enh.png,1204,2188,24,16,3.14,384,1.5,bright,3,2,2,0,False,1.0,1.0,21.38,no,56.8,96.8,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093497_1560_MRGB.browse_enh.png,,0.026,,,,,,,
ESP_093494_2015_RED.browse_enh.png,2540,8944,20,16,3.07,320,1.25,dark,3,2,2,0,False,1.0,0.942,32.29,no,56.6,96.6,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_RED.browse_enh.png,,0.030,,,,,,,
ESP_093494_2015_RED.browse_enh.png,2564,4044,28,12,3.71,336,2.33,dark,3,2,2,0,False,1.0,0.651,24.31,no,60.4,96.4,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_RED.browse_enh.png,,0.006,,,,,,,
ESP_093494_2015_MIRB.browse_enh.png,1404,8976,16,16,2.94,256,1.0,dark,3,2,2,0,False,1.0,0.987,29.97,no,55.9,95.9,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_MIRB.browse_enh.png,,0.040,,,,,,,
ESP_093494_2015_MRGB.browse_enh.png,1404,8976,16,16,2.94,256,1.0,dark,3,2,2,0,False,1.0,0.987,29.96,no,55.9,95.9,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_MRGB.browse_enh.png,,0.040,,,,,,,
ESP_093494_2015_RED.browse_enh.png,1120,7160,28,12,3.15,336,2.33,dark,3,2,2,0,False,1.0,1.0,24.21,no,55.5,95.5,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_RED.browse_enh.png,,0.025,,,,,,,
ESP_093497_1560_RED.browse_enh.png,1208,2188,20,16,2.93,320,1.25,bright,3,2,2,0,False,1.0,1.0,24.43,no,55.4,95.4,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093497_1560_RED.browse_enh.png,,0.041,,,,,,,
ESP_093487_1780_MIRB.browse_enh.png,2512,3948,16,20,3.37,320,1.25,dark,3,2,2,0,False,1.0,0.593,34.93,no,59.2,95.2,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093487_1780_MIRB.browse_enh.png,,0.015,,,,,,,
ESP_093487_1780_MRGB.browse_enh.png,2512,3948,16,20,3.37,320,1.25,dark,3,2,2,0,False,1.0,0.593,34.91,no,59.2,95.2,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093487_1780_MRGB.browse_enh.png,,0.015,,,,,,,
ESP_093494_2015_RED.browse_enh.png,2192,4224,20,12,2.99,240,1.67,dark,3,2,2,0,False,1.0,1.0,29.1,no,55.2,95.2,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_RED.browse_enh.png,,0.036,,,,,,,
ESP_093494_2015_MIRB.browse_enh.png,2540,8944,20,16,2.9,320,1.25,dark,3,2,2,0,False,1.0,0.942,31.04,no,55.1,95.1,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_MIRB.browse_enh.png,,0.043,,,,,,,
ESP_093494_2015_MIRB.browse_enh.png,2384,3792,28,12,3.09,336,2.33,dark,3,2,2,0,False,1.0,1.0,22.11,no,55.0,95.0,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_MIRB.browse_enh.png,,0.029,,,,,,,
ESP_093494_2015_MRGB.browse_enh.png,2384,3792,28,12,3.09,336,2.33,dark,3,2,2,0,False,1.0,1.0,22.14,no,55.0,95.0,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_MRGB.browse_enh.png,,0.029,,,,,,,
ESP_093492_2070_MIRB.browse_enh.png,1760,5268,56,36,1.12,2016,1.56,bright,3,2,2,0,False,1.0,0.761,37.89,no,54.9,94.9,CONFIRMED-LEAD,high,,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093492_2070_MIRB.browse_enh.png,,0.355,,,,,,,
ESP_093494_2015_MIRB.browse_enh.png,1120,7160,28,12,3.08,336,2.33,dark,3,2,2,0,False,1.0,0.785,23.94,no,54.9,94.9,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_MIRB.browse_enh.png,,0.030,,,,,,,
ESP_093494_2015_MRGB.browse_enh.png,1120,7160,28,12,3.08,336,2.33,dark,3,2,2,0,False,1.0,0.785,23.94,no,54.9,94.9,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_MRGB.browse_enh.png,,0.030,,,,,,,
ESP_093494_2015_RED.browse_enh.png,2064,3828,64,28,1.71,1792,2.29,dark,3,2,2,0,False,1.0,0.512,26.05,no,58.7,94.7,CONFIRMED-LEAD,high,,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_RED.browse_enh.png,,0.232,,,,,,,
ESP_093492_2070_MRGB.browse_enh.png,1756,5268,60,36,1.1,2160,1.67,bright,3,2,2,0,False,1.0,0.727,40.16,no,54.6,94.6,CONFIRMED-LEAD,high,,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093492_2070_MRGB.browse_enh.png,,0.359,,,,,,,
ESP_093487_1780_MIRB.browse_enh.png,1392,6768,12,28,3.03,336,2.33,dark,3,2,2,0,False,1.0,1.0,30.65,no,54.5,94.5,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093487_1780_MIRB.browse_enh.png,,0.033,,,,,,,
ESP_093492_2070_MIRB.browse_enh.png,1724,4712,60,28,1.18,1680,2.14,bright,3,2,2,0,False,1.0,0.909,38.02,no,54.3,94.3,CONFIRMED-LEAD,high,,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093492_2070_MIRB.browse_enh.png,,0.344,,,,,,,
ESP_093494_2015_MRGB.browse_enh.png,2064,3828,64,28,1.65,1792,2.29,dark,3,2,2,0,False,1.0,0.553,24.12,no,58.2,94.2,CONFIRMED-LEAD,high,,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_MRGB.browse_enh.png,,0.246,,,,,,,
ESP_093494_2015_MIRB.browse_enh.png,2064,3828,64,28,1.64,1792,2.29,dark,3,2,2,0,False,1.0,0.527,24.34,no,58.1,94.1,CONFIRMED-LEAD,high,,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_MIRB.browse_enh.png,,0.249,,,,,,,
ESP_093487_1780_RED.browse_enh.png,2512,3948,16,20,3.2,320,1.25,dark,3,2,2,0,False,1.0,0.593,40.4,no,57.7,93.7,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093487_1780_RED.browse_enh.png,,0.023,,,,,,,
ESP_093494_2015_MIRB.browse_enh.png,828,3720,12,20,2.79,240,1.67,dark,3,2,2,0,False,1.0,0.814,30.33,no,53.4,93.4,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_MIRB.browse_enh.png,,0.054,,,,,,,
ESP_093494_2015_MRGB.browse_enh.png,828,3720,12,20,2.79,240,1.67,dark,3,2,2,0,False,1.0,0.814,30.29,no,53.4,93.4,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_MRGB.browse_enh.png,,0.054,,,,,,,
ESP_093497_1560_MRGB.browse_enh.png,3592,3640,24,28,3.1,672,1.17,bright,3,2,2,0,False,1.0,0.513,22.38,no,57.2,93.2,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093497_1560_MRGB.browse_enh.png,,0.028,,,,,,,
ESP_093487_1780_RED.browse_enh.png,2456,6292,12,28,2.86,336,2.33,dark,3,2,2,0,False,1.0,0.884,44.55,no,53.0,93.0,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093487_1780_RED.browse_enh.png,,0.047,,,,,,,
ESP_093494_2015_RED.browse_enh.png,828,3720,12,20,2.74,240,1.67,dark,3,2,2,0,False,1.0,0.814,31.36,no,53.0,93.0,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_RED.browse_enh.png,,0.059,,,,,,,
ESP_093494_2015_MIRB.browse_enh.png,2796,9272,16,16,2.6,256,1.0,dark,3,2,2,0,False,1.0,0.701,26.81,no,52.9,92.9,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_MIRB.browse_enh.png,,0.075,,,,,,,
ESP_093494_2015_MRGB.browse_enh.png,2796,9272,16,16,2.6,256,1.0,dark,3,2,2,0,False,1.0,0.701,26.83,no,52.9,92.9,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_MRGB.browse_enh.png,,0.075,,,,,,,
ESP_093494_2015_MRGB.browse_enh.png,3756,9632,24,12,2.79,288,2.0,dark,3,2,2,0,False,1.0,0.892,26.74,no,52.9,92.9,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_MRGB.browse_enh.png,,0.054,,,,,,,
ESP_093494_2015_MIRB.browse_enh.png,3756,9632,24,12,2.78,288,2.0,dark,3,2,2,0,False,1.0,0.892,26.77,no,52.8,92.8,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_MIRB.browse_enh.png,,0.055,,,,,,,
ESP_093492_2070_RED.browse_enh.png,1156,2916,68,56,0.7,3808,1.21,dark,3,2,2,0,False,1.0,0.785,42.84,no,52.7,92.7,CONFIRMED-LEAD,high,,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093492_2070_RED.browse_enh.png,,0.423,,,,,,,
ESP_093497_1560_RED.browse_enh.png,3680,3440,24,12,2.76,288,2.0,bright,3,2,2,0,False,1.0,1.0,21.94,no,52.6,92.6,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093497_1560_RED.browse_enh.png,,0.057,,,,,,,
ESP_093497_1560_RED.browse_enh.png,3592,3640,24,28,3.02,672,1.17,bright,3,2,2,0,False,1.0,0.513,23.41,no,56.5,92.5,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093497_1560_RED.browse_enh.png,,0.034,,,,,,,
ESP_093493_1390_MIRB.browse_enh.png,1584,5252,16,20,2.58,320,1.25,dark,3,2,2,0,False,1.0,0.884,51.79,no,52.3,92.3,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093493_1390_MIRB.browse_enh.png,,0.078,,,,,,,
ESP_093493_1390_MRGB.browse_enh.png,1584,5252,16,20,2.58,320,1.25,dark,3,2,2,0,False,1.0,0.884,51.79,no,52.3,92.3,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093493_1390_MRGB.browse_enh.png,,0.078,,,,,,,
ESP_093493_1390_RED.browse_enh.png,1584,5252,16,20,2.58,320,1.25,dark,3,2,2,0,False,1.0,0.884,55.86,no,52.3,92.3,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093493_1390_RED.browse_enh.png,,0.078,,,,,,,
ESP_093494_2015_RED.browse_enh.png,3756,9632,24,12,2.72,288,2.0,dark,3,2,2,0,False,1.0,0.785,27.77,no,52.3,92.3,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_RED.browse_enh.png,,0.061,,,,,,,
ESP_093497_1560_MIRB.browse_enh.png,3680,3440,24,12,2.72,288,2.0,bright,3,2,2,0,False,1.0,1.0,21.39,no,52.3,92.3,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093497_1560_MIRB.browse_enh.png,,0.061,,,,,,,
ESP_093497_1560_MRGB.browse_enh.png,3680,3440,24,12,2.72,288,2.0,bright,3,2,2,0,False,1.0,1.0,21.32,no,52.3,92.3,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093497_1560_MRGB.browse_enh.png,,0.061,,,,,,,
ESP_093487_1780_MIRB.browse_enh.png,1004,5972,12,24,2.69,288,2.0,dark,3,2,2,0,False,1.0,1.0,39.56,no,52.0,92.0,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093487_1780_MIRB.browse_enh.png,,0.064,,,,,,,
ESP_093487_1780_MIRB.browse_enh.png,2164,428,12,24,2.68,288,2.0,dark,3,2,2,0,False,1.0,0.97,37.66,no,51.9,91.9,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093487_1780_MIRB.browse_enh.png,,0.065,,,,,,,
ESP_093487_1780_MRGB.browse_enh.png,2164,428,12,24,2.68,288,2.0,dark,3,2,2,0,False,1.0,0.97,37.6,no,51.9,91.9,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093487_1780_MRGB.browse_enh.png,,0.065,,,,,,,
ESP_093494_2015_RED.browse_enh.png,1228,5976,24,24,2.47,576,1.0,dark,3,2,2,0,False,1.0,0.727,34.84,no,51.9,91.9,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_RED.browse_enh.png,,0.095,,,,,,,
ESP_093494_2015_RED.browse_enh.png,2764,9384,36,24,2.54,864,1.5,dark,3,2,2,0,False,1.0,0.75,26.31,no,51.8,91.8,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_RED.browse_enh.png,,0.084,,,,,,,
ESP_093494_2015_MIRB.browse_enh.png,1228,5976,24,24,2.44,576,1.0,dark,3,2,2,0,False,1.0,1.0,33.69,no,51.6,91.6,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_MIRB.browse_enh.png,,0.099,,,,,,,
ESP_093494_2015_MRGB.browse_enh.png,1228,5976,24,24,2.44,576,1.0,dark,3,2,2,0,False,1.0,1.0,33.67,no,51.6,91.6,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_MRGB.browse_enh.png,,0.099,,,,,,,
ESP_093494_2015_RED.browse_enh.png,2500,8728,12,32,2.76,384,2.67,dark,3,2,2,0,False,1.0,0.701,29.55,no,51.6,91.6,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_RED.browse_enh.png,,0.057,,,,,,,
ESP_093494_2015_RED.browse_enh.png,2836,8968,28,16,2.58,448,1.75,dark,3,2,2,0,False,1.0,0.982,24.96,no,51.5,91.5,CONFIRMED-LEAD,high,small_blob,"Real feature confirmed at the same pixels in the corresponding band variant(s) of one acquisition. Fetch the EDR original, geolocate on Trek, and check for an independent pass at a different lighting before writing a finding.",data/processed\mars\hirise\ESP_093494_2015_RED.browse_enh.png,,0.078,,,,,,,
